,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Hispanic_Latino_share,White_share,Black_share,Asian_share,Share_over65,Share_under18,airport,dist_airport
1905,103,"Wells County, North Dakota",38,547,2008,3142,4119,226,48098,30514,366,73700,38,103,776,3142,1210,1575,623,0.013651877,0.054867686,0.501273074,0.198281349,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2062,0.011884954,0.013323983,0.017997231,0.009122007,0.011129529,47.580851,99.671502,0.912249566,0,0.012691541,43.4,55.9,30.9,0.9,1.2,68.3,81.4,55.1,1.97,0,13.7,22.1,5.3,0.48,8.5,15.8,25,6.6,0.43,4.8,10.2,19,1.3,0.36,7.1,69.7,82,57.4,2.88,0,64.3,76,52.5,3.55,0,27.7,36.6,18.7,0.62,4.3,55.7,68.4,43,2.3,0.1,28,37.1,19,0.65,3.8,44.6,56,33.1,1.04,0.4,58.4,71,45.8,1.74,0,13.23333333,67.43333333,41.65,MIDWEST,North Dakota,4207,21,4143,3,4,0.004991681,0.984787259,0.000713097,0.000950796,0.287615878,0.184454481,Jamestown Regional Airport,104.3705919
1906,105,"Williams County, North Dakota",38,1180,12082,19256,28880,2913,88013,43946,821,201400,38,105,7421,19256,3042,7286,4037,0.017200986,0.100865651,0.378375571,0.209648941,0.643835616,0,0.82739726,0,0.821917808,0,0.945355191,0,0.868131868,0,2063,0.019867845,0.027528978,0.046765331,0.053149811,0.056214041,48.345867,103.4874,0.821327549,0,0.040705201,43.4,57,29.7,1,3.7,68.9,83.8,53.9,1.45,0,13.9,24.4,3.3,0.62,9.5,16.9,27.5,6.3,0.39,5.7,11,21.9,0.1,0.59,10,70.1,84.4,55.8,2.54,0,63.2,76.8,49.7,2.52,0,29.3,40.4,18.2,0.71,6.2,54.1,67.7,40.5,1.92,1.3,27.1,37.9,16.4,0.65,6.1,43,56.3,29.8,0.92,2.6,56.7,71.3,42.1,1.06,0.2,13.93333333,67.4,41.46666667,MIDWEST,North Dakota,22398,436,20364,57,78,0.019466024,0.90918832,0.00254487,0.003482454,0.135815698,0.331324225,Sloulin Field International Airport,21.92243958
1907,1,"Adams County, Ohio",39,1303,10858,19116,27750,6832,35560,18556,404,87900,39,1,6956,19116,4510,12543,2010,0.130877743,0.246198198,0.656151915,0.10514752,0.904109589,0,0.931506849,0,0.932960894,0,0.978142077,0,0.981684982,0,2065,0.011491327,0.009157309,0.023412616,0.014718859,0.016661315,38.841681,83.474173,0.945680878,0,0.015088285,51.1,65.9,36.3,3.99,0.4,70.9,85.7,56.2,3.44,0,31.7,43,20.5,3.53,3,32.1,44.2,20.1,2.88,5.2,28.9,40,17.9,3.1,5.2,72.2,86.2,58.2,4.88,0,68.8,82.8,54.8,4.39,0,40.8,54.3,27.3,4.38,2.4,60.2,74.3,46.1,5.36,0,42.6,55,30.2,3.45,0.4,52.7,67.3,38.1,3.5,0.1,63.7,79.1,48.4,3.05,0,30.9,70.63333333,51.30833333,MIDWEST,Ohio,28550,243,27713,84,31,0.008511384,0.970683012,0.002942207,0.001085814,0.157968476,0.243642732,Wilmington Airpark,70.64787504
1908,3,"Allen County, Ohio",39,4565,39986,69372,101412,17713,44103,22922,488,105400,39,3,24700,69372,16271,34942,12040,0.081022779,0.174663748,0.50369025,0.173557055,0.828729282,0,0.835616438,0,0.860273973,0,0.863387978,0,0.846153846,0,2066,0.04166076,0.042280258,0.041277442,0.038123083,0.03693668,40.771528,84.106546,0.846832303,0,0.040055645,50,61,39,3.5,,71.9,82,61.7,3.5,,29.9,37,22.9,2.78,,28.9,37.2,20.6,2.23,,25.9,33.4,18.5,2.37,,73.3,83.5,63.1,4.15,,69.9,80.4,59.4,3.83,,38.3,47.9,28.7,2.67,,60.5,71.3,49.6,4.18,,41.9,50.5,33.4,3.37,,53.4,63.6,43.2,2.71,,65,75.9,54.1,3.01,,28.23333333,71.7,50.74166667,MIDWEST,Ohio,106331,2513,87708,12508,725,0.023633747,0.824858226,0.117632675,0.006818331,0.153022167,0.232293499,Findlay Airport,45.64569462
1909,5,"Ashland County, Ohio",39,2224,20427,35149,50940,7569,48003,22928,512,120800,39,5,12309,35149,8979,19331,7169,0.071389411,0.148586572,0.549972972,0.203960283,0.824902724,0,0.85440613,0,0.587570621,0,0.787292818,0,0.779411765,0,2067,0.019395495,0.019909127,0.022071762,0.017249858,0.015970516,40.843274,82.270121,0.766716812,0,0.018919351,48.6,60,37.3,3.61,1.5,69.8,81,58.5,4.12,0,29.6,37.2,22,2.61,5.5,28.3,36.7,19.9,2.03,5.3,25.3,33.3,17.3,2.41,9.2,71.4,82.9,60,4.03,0,67.9,79.1,56.7,4.26,0,36.9,46.6,27.2,2.79,4.9,58.5,70.1,46.8,4.4,0,40.8,49.7,31.9,3.21,1.8,51.4,62.4,40.5,2.88,0.1,62.5,74.4,50.7,3.16,0,27.73333333,69.7,49.25,MIDWEST,Ohio,53139,501,51352,395,275,0.009428104,0.966371215,0.007433335,0.005175107,0.168971942,0.23163778,Mansfield Lahm Regional Airport,20.93143887
1910,7,"Ashtabula County, Ohio",39,4211,38890,69039,96064,19266,40544,20378,498,106000,39,7,22741,69039,16782,41014,9190,0.083583122,0.200553797,0.594070018,0.133113168,0.901369863,0,0.896358543,0,0.873972603,0,0.885245902,0,0.882783883,0,2068,0.024378749,0.006831618,0.027081318,0.020165579,0.020855042,41.906644,80.745641,0.887946159,0,0.019862461,47.4,57.2,37.7,3.64,,69.9,78.8,61,4.01,,31.1,37.5,24.6,3.21,,27.3,35.3,19.3,2.14,,25.8,33,18.6,3.1,,71,80.2,61.8,4.05,,66.8,76.5,57.1,4.04,,34.9,43.3,26.6,2.49,,57.4,67.2,47.6,3.15,,42.3,50.2,34.4,4,,52.2,61.7,42.7,4.2,,62.7,72.3,53.2,4.29,,28.06666667,69.23333333,49.06666667,MIDWEST,Ohio,101497,3441,92126,3467,372,0.03390248,0.907672148,0.034158645,0.003665133,0.165344789,0.224055883,Erie International Tom Ridge Field,51.26720583
1911,9,"Athens County, Ohio",39,2607,22486,35371,55353,18263,33872,17868,569,117700,39,9,9976,35371,7152,15037,10310,0.099205667,0.32993695,0.425122275,0.291481722,0.859649123,0,0.803571429,0,0.877192982,0,0.966666667,0,0.956521739,0,2069,0.028131279,0.026398022,0.024562495,0.024271845,0.019960111,39.333848,82.046008,0.892720388,0,0.024664751,51.7,64,39.3,3.35,0.7,71.7,82.2,61.3,3.25,0,33,41,25,3,3.7,32.2,41.6,22.8,2.59,6.5,29,37.4,20.6,2.6,6,72.8,82.9,62.8,4.35,0,69.3,80,58.5,3.74,0,41,51.8,30.2,3.29,2,60.4,72.1,48.8,4.43,0,42.8,53,32.7,3.3,0.6,53,64.7,41.2,2.65,0,64.3,75.6,53,2.82,0,31.4,71.26666667,51.76666667,MIDWEST,Ohio,64757,1002,58779,1741,1741,0.015473231,0.907685656,0.026885124,0.026885124,0.110443659,0.154052844,Mid Ohio Valley Regional Airport,52.32830168
1912,11,"Auglaize County, Ohio",39,2412,18193,30970,45167,4010,54274,25727,491,133300,39,11,11239,30970,7578,15912,5405,0.044203396,0.088781633,0.513787536,0.174523733,0.828729282,0,0.835616438,0,0.860273973,0,0.863387978,0,0.846153846,0,2070,0.008131148,0.010451135,0.014528482,0.012276888,0.011225553,40.561309,84.224018,0.846832303,0,0.011322641,50,61,39,3.5,,71.9,82,61.7,3.5,,29.9,37,22.9,2.78,,28.9,37.2,20.6,2.23,,25.9,33.4,18.5,2.37,,73.3,83.5,63.1,4.15,,69.9,80.4,59.4,3.83,,38.3,47.9,28.7,2.67,,60.5,71.3,49.6,4.18,,41.9,50.5,33.4,3.37,,53.4,63.6,43.2,2.71,,65,75.9,54.1,3.01,,28.23333333,71.7,50.74166667,MIDWEST,Ohio,45949,543,44625,124,165,0.01181745,0.971185445,0.002698644,0.003590938,0.164921979,0.244597271,James M Cox Dayton International Airport,73.16571364
1913,13,"Belmont County, Ohio",39,3515,27935,50842,65538,9553,43833,23684,409,91700,39,13,13310,50842,12806,27434,7671,0.081399355,0.145762764,0.53959325,0.150879194,1,0,0.991780822,0,0.961643836,0,0.942622951,0,0.952380952,0,2071,0.011884311,0.012040018,0.013107718,0.016193149,0.012947922,40.017682,80.967727,0.969685712,0,0.013234624,50.2,61.6,38.8,3.69,1.6,70.8,81.6,60.1,3.4,0,31.9,39.4,24.3,3.43,6.5,30.4,39.1,21.6,2.57,7.8,27.4,35.2,19.5,3.06,11.2,72.3,82.5,62.1,4.45,0,68.4,78.9,58,4.65,0,38.9,49,28.7,3.52,4.9,59.7,70.7,48.7,4.67,0,42.5,51.4,33.7,3.79,1.5,52.9,63.5,42.2,3.11,0,63.8,74.8,52.8,3.46,0,29.9,70.5,50.76666667,MIDWEST,Ohio,70400,429,65902,2815,257,0.00609375,0.936107955,0.039985795,0.003650568,0.181903409,0.1890625,Wheeling Ohio County Airport,32.50228565
1914,15,"Brown County, Ohio",39,1796,16672,30342,43277,6442,45568,22133,449,113800,39,15,10487,30342,7096,19499,3672,0.094966575,0.14885505,0.642640564,0.121020368,0.625,0,0.532577904,0,0.672268908,0,0.661202186,0,0.710622711,0,2072,0.013497205,0.01724949,0.010750486,0.008804438,0.012997674,38.931377,83.866772,0.640334342,0,0.012659859,51.1,65.9,36.3,3.99,0.4,70.9,85.7,56.2,3.44,0,31.7,43,20.5,3.53,3,32.1,44.2,20.1,2.88,5.2,28.9,40,17.9,3.1,5.2,72.2,86.2,58.2,4.88,0,68.8,82.8,54.8,4.39,0,40.8,54.3,27.3,4.38,2.4,60.2,74.3,46.1,5.36,0,42.6,55,30.2,3.45,0.4,52.7,67.3,38.1,3.5,0.1,63.7,79.1,48.4,3.05,0,30.9,70.63333333,51.30833333,MIDWEST,Ohio,44846,269,43570,382,107,0.005998305,0.971547072,0.00851804,0.002385943,0.158230388,0.233844713,Wilmington Airpark,55.4997645
1915,17,"Butler County, Ohio",39,11151,134720,237038,360759,50312,57540,27490,639,157200,39,17,90924,237038,47391,105115,67331,0.068429455,0.139461524,0.443452105,0.284051502,0.668493151,0,0.709589041,0,0.704109589,0,0.707650273,0,0.728937729,0,2073,0.041409285,0.044058089,0.044675871,0.04273079,0.03727939,39.439915,84.565397,0.703755957,0,0.042030685,53.6,65.7,41.4,4.07,,73.5,85,62,3.4,,33,41.9,24,3.3,,33.3,43.2,23.4,2.6,,30,39,21,2.8,,75.1,86.3,63.9,4.11,,71.1,82.4,59.8,4.33,,42.4,53.8,31.1,3.71,,62.4,74.3,50.6,5.17,,43.7,55.1,32.4,3.41,,54.2,67,41.4,3.12,,65.7,78.6,52.7,2.89,,32.1,73.23333333,53.16666667,MIDWEST,Ohio,368130,14670,310183,26463,8759,0.039850053,0.842590933,0.071884932,0.023793225,0.128734414,0.246988835,Cincinnati Municipal Airport Lunken Field,39.45983265
1916,19,"Carroll County, Ohio",39,1266,10972,20172,27960,4317,47075,23706,438,112200,39,19,6139,20172,5268,12198,2291,0.06240156,0.154399142,0.604699584,0.11357327,0.671232877,0,0.77260274,0,0.742465753,0,0.729508197,0,0.681318681,0,2074,0.006901096,0.007831722,0.010840862,0.012142632,0.012956372,40.579884,81.090787,0.71942565,0,0.010134537,48.9,59.9,37.9,3.37,1.6,69.1,79.8,58.4,3.06,0,30,36.6,23.5,3.06,6.2,29,37.2,20.9,2.41,7,25.8,32.8,18.9,2.58,7.4,70.9,81.2,60.6,4.09,0,67,77.5,56.5,3.84,0,37.3,46.9,27.7,2.81,5.3,58.1,68.9,47.3,4.04,0,40.7,48.9,32.4,3.05,1.3,50.7,61.2,40.2,2.79,0.3,62.1,72.9,51.3,3.39,0,28.26666667,69,49.13333333,MIDWEST,Ohio,28836,238,28044,133,56,0.008253572,0.972534332,0.00461229,0.001942017,0.182688306,0.212893605,Akron Canton Regional Airport,47.69504074
1917,21,"Champaign County, Ohio",39,1733,15237,26699,38436,4756,50974,23513,514,123200,39,21,9309,26699,6307,15289,4148,0.085986605,0.123738162,0.57264317,0.155361624,0.643835616,0,0.638356164,0,0.652054795,0,0.737704918,0,0.736842105,0,2075,0.024191336,0.022105368,0.024326498,0.021011062,0.019283537,40.132759,83.767543,0.68175872,0,0.02218356,50.2,61,39.4,3.74,,71.7,83,60.4,3.41,,30.9,38.1,23.7,3.01,,29.8,38.1,21.4,2.09,,26.8,34.4,19.3,2.64,,73.5,84.3,62.6,5.46,,70,80.6,59.4,4.35,,38.5,48,29,2.87,,60.3,70.9,49.8,4.89,,42.2,51,33.4,3.28,,52.6,63.5,41.7,2.97,,64.4,76.2,52.7,3.09,,29.16666667,71.73333333,50.90833333,MIDWEST,Ohio,40097,451,37743,874,151,0.011247724,0.941292366,0.021797142,0.003765868,0.157293563,0.232162007,Springfield-Beckley Municipal Airport,33.06064228
1918,23,"Clark County, Ohio",39,6141,54809,93110,133440,24419,43625,23445,520,103600,39,23,31476,93110,23786,46226,16815,0.094194979,0.182996103,0.496466545,0.180592847,0.643835616,0,0.638356164,0,0.652054795,0,0.737704918,0,0.736842105,0,2076,0.048178281,0.043741403,0.044263763,0.047481951,0.045518678,39.917032,83.783676,0.68175872,0,0.045836815,50.3,62,38.6,3.33,,71.6,83.1,60.1,3.33,,31.1,39.1,23.1,2.71,,29.8,39,20.6,1.85,,26.8,35.1,18.4,2.42,,73.1,83.9,62.2,4.58,,69.8,80.7,58.9,4.19,,38.7,49.1,28.4,2.47,,60.4,71.8,49,4.68,,42.1,51.9,32.3,3.04,,52.6,64.4,40.7,2.77,,64.4,76.8,52,3.14,,29.23333333,71.5,50.89166667,MIDWEST,Ohio,138333,3805,117976,11999,849,0.02750609,0.852840609,0.086739968,0.006137364,0.171947402,0.227537898,Springfield-Beckley Municipal Airport,9.796236956
1919,25,"Clermont County, Ohio",39,6275,74812,134899,198241,21127,60805,29288,626,155500,39,25,49227,134899,26777,60047,36554,0.053730186,0.106572303,0.445125612,0.270973098,0.625,0,0.532577904,0,0.672268908,0,0.661202186,0,0.710622711,0,2077,0.032360094,0.034347976,0.028494521,0.02792956,0.028478244,39.052084,84.149614,0.640334342,0,0.030322079,52.9,65.7,40.1,4.19,0.4,74.2,86.1,62.3,3.85,0,33.3,42.1,24.4,3.55,2.7,33,42.9,23.2,2.61,5.1,29.8,38.7,20.9,2.94,5.9,75.3,86.9,63.8,4.03,0,71.8,83.5,60.2,4.74,0,41.8,53.2,30.5,3.94,1.3,62.8,75.3,50.3,5.45,0,44.1,54.9,33.3,3.67,0,54.5,67.2,41.8,3.36,0.2,66.6,79.1,54.2,3.06,0,32.03333333,73.76666667,53.34166667,MIDWEST,Ohio,197363,2896,187331,2234,1900,0.01467347,0.949169804,0.011319244,0.009626931,0.13567386,0.249423651,Cincinnati Municipal Airport Lunken Field,23.96018669
1920,27,"Clinton County, Ohio",39,1750,16073,27701,40527,6425,46787,23039,536,120000,39,27,10158,27701,6178,14582,4382,0.089035242,0.158536284,0.526406989,0.158189235,0.863849765,0,0.768867925,0,0.85046729,0,0.72985782,0,0.822429907,0,2078,0.021550904,0.022580875,0.022279471,0.021132633,0.02221575,39.414041,83.814542,0.807094541,0,0.021951927,52.1,62.9,41.2,3.77,,72.1,83.1,61,3.23,,32.3,39.9,24.8,2.98,,32,40.7,23.4,2.28,,28.8,36.6,20.9,2.6,,73.2,83.9,62.5,4.17,,70.5,81.3,59.7,4.07,,40.9,50.6,31.2,3.46,,61.8,72.5,51,5.19,,43.4,52.6,34.3,3.28,,53.9,64.6,43.1,3.03,,65,76.5,53.5,2.81,,31.03333333,71.93333333,52.16666667,MIDWEST,Ohio,42040,559,39496,905,211,0.01329686,0.939486204,0.021527117,0.005019029,0.146955281,0.241627022,Wilmington Airpark,2.470236186
1921,29,"Columbiana County, Ohio",39,4068,42087,75559,101934,15730,44497,23348,454,101100,39,29,22361,75559,18840,44861,10509,0.086053294,0.154315538,0.593721463,0.139083365,0.997150997,0,0.997260274,0,1,0,0.997260274,0,1,0,2079,0.006871764,0.016167025,0.012576605,0.012676197,0.008924989,40.768462,80.777231,0.998334309,0,0.011443316,48.9,59.9,37.9,3.37,1.6,69.1,79.8,58.4,3.06,0,30,36.6,23.5,3.06,6.2,29,37.2,20.9,2.41,7,25.8,32.8,18.9,2.58,7.4,70.9,81.2,60.6,4.09,0,67,77.5,56.5,3.84,0,37.3,46.9,27.7,2.81,5.3,58.1,68.9,47.3,4.04,0,40.7,48.9,32.4,3.05,1.3,50.7,61.2,40.2,2.79,0.3,62.1,72.9,51.3,3.39,0,28.26666667,69,49.13333333,MIDWEST,Ohio,107841,1348,102326,2323,319,0.012499884,0.948859896,0.021540972,0.002958059,0.174701644,0.207351564,Beaver County Airport,32.57736882
1922,31,"Coshocton County, Ohio",39,1704,14335,25224,36266,5835,41701,20713,415,96500,39,31,8670,25224,6342,16462,3064,0.073626374,0.160894502,0.652632414,0.121471614,0.85046729,0,0.836448598,0,0.847619048,0,0.821596244,0,0.897196262,0,2080,0.018508983,0.024595048,0.02552581,0.018795665,0.015309313,40.29672,81.930112,0.850665488,0,0.020546964,51.3,63.1,39.5,3.8,0.8,71.5,82.3,60.6,3.65,0,32.2,40.1,24.2,3.04,3.4,31.6,40.7,22.5,2.44,4.5,28.4,36.5,20.3,2.98,6.3,72.9,83.6,62.1,4.41,0,69.2,80.2,58.1,4.04,0,40.3,50.7,29.8,3.34,3.1,60.6,72.2,49,4.55,0,42.6,52.4,32.8,3.48,0.5,52.8,64.5,41.2,2.89,0,64.2,75.7,52.8,3.13,0,30.73333333,71.2,51.46666667,MIDWEST,Ohio,36901,279,35632,391,103,0.007560771,0.965610688,0.010595919,0.002791252,0.171865261,0.234952982,Zanesville Municipal Airport,39.25450061
1923,33,"Crawford County, Ohio",39,2043,17798,29818,41926,6888,40795,22499,454,86700,39,33,9513,29818,8133,17071,3763,0.080776779,0.164289462,0.57250654,0.12619894,0.829383886,0,0.878504673,0,0.873831776,0,0.844339623,0,0.920560748,0,2081,0.028610528,0.030306885,0.03488148,0.047584428,0.043141158,40.848508,82.924771,0.869324141,0,0.036904896,48.6,59.9,37.2,3.43,0.6,70.4,81.4,59.4,3.66,0,29.5,36.4,22.6,2.84,5.9,27.6,35.6,19.5,1.99,5.3,25.1,32.5,17.7,2.42,7.2,72.2,83.1,61.3,4.47,0,68.5,79.6,57.5,4.47,0,36.5,46.2,26.9,2.57,3.6,58.9,70.3,47.4,4.23,0.1,40.7,49.3,32.2,3.17,0.8,51.6,62.3,41,2.63,0.1,63.3,74.9,51.8,3.21,0,27.4,70.36666667,49.40833333,MIDWEST,Ohio,43784,533,42227,375,156,0.012173397,0.964439064,0.008564773,0.003562945,0.185752786,0.217271149,Mansfield Lahm Regional Airport,34.55839697
1924,35,"Cuyahoga County, Ohio",39,56275,534719,872905,1236839,231823,44190,28215,615,121800,39,35,275151,872905,204096,352050,266330,0.101723739,0.187431832,0.403308493,0.305107658,0.424657534,0,0.517808219,0,0.534246575,0,0.56557377,0,0.615384615,0,2082,0.035932633,0.038357386,0.039533473,0.039395431,0.036237154,41.760392,81.724217,0.531534143,0,0.037891215,49.8,57.4,42.3,3.25,,73.4,79.7,67.2,3.88,,34.3,39.4,29.2,2.64,,32.1,38,26.1,1.79,,29.3,35.1,23.4,1.73,,75,82.1,67.8,3.88,,70.3,78,62.5,3.59,,38.8,46.2,31.3,2.2,,60.6,67.7,53.5,3.79,,45.5,51.4,39.6,3.3,,55.7,62.5,48.8,2.77,,66.5,73.4,59.6,3.53,,31.9,72.9,52.60833333,MIDWEST,Ohio,1280122,61270,785977,374968,32615,0.047862626,0.613986011,0.292915831,0.02547804,0.159434804,0.214941232,Burke Lakefront Airport,27.19166032
1925,37,"Darke County, Ohio",39,3004,20865,35565,51628,6846,44632,22832,464,109900,39,37,12798,35565,9435,21943,4384,0.071268597,0.132602464,0.616982989,0.123267257,0.650969529,0,0.684931507,0,0.756164384,0,0.806010929,0,0.825082508,0,2083,0.016799953,0.025250344,0.022839239,0.020849563,0.013744132,40.132176,84.620438,0.744631771,0,0.019896646,49.9,60.9,39,3.69,0.5,71,82.2,59.8,3.15,0,29.4,37,21.7,2.8,4.3,28.1,36.8,19.4,2.11,4.5,24.9,32.7,17.1,2.41,4.2,72.9,83.4,62.5,4.31,0,69.9,80.1,59.6,4.09,0,38,47.7,28.2,3,3.4,60.4,71,49.8,4.54,0,41.2,50.6,31.9,3.33,0.5,52.1,63.9,40.4,2.89,0.2,64,76.4,51.6,2.55,0,27.46666667,71.26666667,50.15,MIDWEST,Ohio,52959,646,51365,233,159,0.012198116,0.969901244,0.00439963,0.003002323,0.178156687,0.241658642,James M Cox Dayton International Airport,42.69806043
1926,39,"Defiance County, Ohio",39,1582,15279,25869,37843,5071,50663,24143,497,108900,39,39,9211,25869,6319,14030,4319,0.071233452,0.134001004,0.542347984,0.166956589,0.660273973,0,0.526462396,0,0.658263305,0,0.737430168,0,0.731225296,0,2084,0.02305505,0.024420212,0.02152667,0.017594246,0.016778523,41.321679,84.486433,0.662731028,0,0.02067494,49.1,59.9,38.3,2.86,,70.9,81.6,60.2,3.29,,29,36,22.1,1.64,,27.9,35.9,20,1.63,,24.9,32.2,17.5,1.66,,72.7,83.9,61.5,3.72,,68.5,80,57,3.47,,37.7,47.2,28.1,2.07,,59.4,70.8,48.1,3.65,,41,49.3,32.7,2.57,,52,62.7,41.3,2.36,,63.4,75.1,51.8,2.56,,27.26666667,70.7,49.70833333,MIDWEST,Ohio,39037,3409,34345,666,117,0.087327407,0.879806338,0.017060737,0.002997157,0.16187207,0.235955632,Toledo Express Airport,63.89225227
1927,41,"Delaware County, Ohio",39,5509,65648,120295,182502,8285,91955,41824,765,256800,39,41,51846,120295,20359,28886,62345,0.02963962,0.045396763,0.240126356,0.518267592,0.829383886,0,0.878504673,0,0.873831776,0,0.844339623,0,0.920560748,0,2085,0.01830393,0.019762604,0.019459747,0.016323836,0.016293422,40.278941,83.007462,0.869324141,0,0.018028708,50.8,62.8,38.8,3.24,,72,84,60.1,3.02,,31.4,39.6,23.2,2.74,,30.1,39.6,20.6,2.03,,27.6,36.2,19,2.44,,74,85,62.9,4.4,,70.4,81.7,59.1,4.36,,39,49.6,28.3,2.57,,60.9,72.9,48.9,4.23,,42.4,52.8,31.9,3.34,,53.3,65.5,41.1,2.87,,64.9,78,51.8,3.05,,29.7,72.13333333,51.4,MIDWEST,Ohio,174214,3669,153969,5756,7393,0.021060305,0.883792347,0.033039825,0.042436314,0.11686202,0.297599504,Ohio State University Airport,22.80587884
1928,43,"Erie County, Ohio",39,3196,31767,53947,75129,9333,48011,27249,554,131400,39,43,16208,53947,14413,26562,11463,0.071419096,0.124226331,0.492372143,0.212486329,0.798342541,0,0.837465565,0,0.876373626,0,0.865753425,0,0.868131868,0,2086,0.029834458,0.029106624,0.032825706,0.026358017,0.028900301,41.554006,82.525897,0.849213405,0,0.029405021,49.1,56.7,41.4,3.17,0.6,72.7,79.8,65.6,2.87,0,31.6,37.1,26.2,2.42,3.3,29.6,35.8,23.4,1.67,4.1,27.2,33,21.3,1.76,5.4,74.3,81.6,67,3.43,0,70.1,77.3,62.9,3.75,0,37.4,44.1,30.6,2.44,2.7,60,67.2,52.7,3.31,0,43.4,49.6,37.1,2.85,0.1,54.3,61.8,46.8,2.4,0,65.7,73.4,57.9,3.09,0,29.46666667,72.36666667,51.28333333,MIDWEST,Ohio,77079,2604,65463,6534,456,0.033783521,0.849297474,0.084770171,0.005916008,0.186989971,0.210277767,Cleveland Hopkins International Airport,58.63641591
1929,45,"Fairfield County, Ohio",39,4956,55032,99454,146126,15110,60567,28130,620,163100,39,45,37108,99454,20730,42532,25836,0.062154108,0.103403912,0.427654996,0.25977839,0.887850467,0,0.897196262,0,0.830985915,0,0.803738318,0,0.887850467,0,2087,0.034292471,0.032691524,0.030657907,0.028928535,0.028546826,39.752935,82.628276,0.861524286,0,0.031023453,48.6,60.8,36.3,,,70.9,82.9,58.9,,,30.4,39,21.9,,,28.9,38.6,19.2,,,25.6,34.2,17,,,72.9,83.8,62,,,69,79.8,58.3,,,37.2,48.3,26.2,,,58.9,69.9,47.8,,,40.8,51.3,30.4,,,51.7,64.3,39.2,,,64.1,76.4,51.9,,,28.3,70.93333333,49.91666667,MIDWEST,Ohio,146156,2510,130377,8609,1626,0.017173431,0.892040012,0.058902816,0.011125099,0.141834752,0.253893101,Rickenbacker International Airport,26.5331646
1930,47,"Fayette County, Ohio",39,1344,11589,19663,28105,5185,40503,21632,514,107400,39,47,6907,19663,4647,12058,2763,0.077882335,0.184486746,0.613232976,0.140517724,0.915662651,0,0.907514451,0,0.899082569,0,0.878186969,0,0.903361345,0,2088,0.036720634,0.04951624,0.044267329,0.046590516,0.041096366,39.553845,83.459327,0.900761597,0,0.043638217,52.6,63.7,41.6,3.57,0.7,72.5,82.4,62.5,3.49,0,32.2,39.5,24.9,2.86,3.2,31.9,40.5,23.3,2.4,4.6,28.5,35.9,21,2.62,7.1,73.5,83.1,64,3.7,0,70.5,80.1,60.9,3.36,0,41.1,51,31.2,3.55,3.7,61.7,72.2,51.3,5.03,0,43.3,52.6,34,3.19,0.6,54.5,65.5,43.6,2.99,0.3,65.8,76.7,55,2.95,0,30.86666667,72.16666667,52.34166667,MIDWEST,Ohio,29030,520,27227,569,151,0.017912504,0.937891836,0.019600413,0.005201516,0.160075784,0.237926283,Wilmington Airpark,31.85922632
